id,metric,value
22,prob,cost, use, charg, manag, countri, servic, flood, financ, suppli, tariff
22,frex,expenditur, czech, swm, germani, charg, sweden, denmark, volumetr, poland, malta
22,lift,dairynz, filatova, flix, vafeidi, watkiss, agriculture-depend, avagianou, ballpark, barredo, bb
22,score,swm, croatia, cyprus, lithuania, slovakia, malta, eea, sweden, sek, smart
27,prob,sector, privat, servic, countri, develop, oper, public, sanit, tariff, contract
27,frex,eecca, russian, contract, corrupt, oda, eap, privat, contractu, small-scal, concess
27,lift,abakaliki, acrobatebook, adb-oecd, anepa, apwo, avg, azb, bangalor, banteay, barranca
27,score,eecca, russian, oda, moldova, argentina, eap, georgia, kyrgyz, mdgs, daf
15,prob,use, alloc, resourc, abstract, manag, korea, river, user, entitl, regim
15,frex,korea, molit, entitl, regim, check, korean, alloc, k-water, abstract, multi-region
15,lift,adamowicz, arlozorov, awrm, bain, bitran, bjornlund, bossert, consumption-intens, dewnr, donoso
15,score,molit, korea, k-water, entitl, mafra, korean, multi-region, smart, nakdong, alberta
6,prob,govern, polici, level, co-ordin, ministri, region, manag, central, countri, agenc
6,frex,sub-nat, insuffici, co-ordin, lac, multi-level, caribbean, cg, vertic, specifi, actor
6,lift,cchh, cemca, cgs, cgwc, deca, dphe, escalant, hyper-frag, igaot, indap
6,score,lac, cg, sub-nat, multi-level, anam, cchh, non-import, marm, serna, caribbean
3,prob,agricultur, chang, climat, irrig, polici, system, drought, adapt, increas, flood
3,frex,tse, yield, crop, weather, questionnair, extrem, ipcc, temperatur, event, climat
3,lift,gsse, adm, agmip, aguilar, aiacc, albright, anatolian, anwar, anz, asseng
3,score,tse, crop, feedstock, mccarl, insur, gsse, climat, lobel, pse, howden
13,prob,manag, basin, river, resourc, plan, develop, use, implement, monitor, environment
13,frex,dnieper, pripyat, belarus, minsk, rbmp, welf, kopyl, ukrain, euwi, rbmps
13,lift,agriculture-link, digitis, dpbs, grodno, macroinvertebr, macrophyt, minsk, ofitsialnaya-statistika, osa, rbmd
13,score,belarus, dnieper, pripyat, euwi, oblast, minsk, rbmp, welf, kopyl, dniester
20,prob,pollut, agricultur, qualiti, polici, sourc, manag, environment, cost, use, diffus
20,frex,nutrient, diffus, nitrogen, load, eutroph, manur, bay, pesticid, baltic, phosphorus
20,lift,abler, aep, agresearch, agrivair, agronomiqu, ahn, albiac, alum, antonopoulo, aorer
20,score,nutrient, tmdl, manur, chesapeak, baltic, nitrogen, ribaudo, diffus, bay, eutroph
8,prob,state, charg, basin, resourc, river, use, manag, plan, govern, user
8,frex,ana, brazil, pact, rio, janeiro, brl, gerai, recurso, brazilian, mina
8,lift,arnaud, daee, desenvolvimento, drdh, fundo, fundrhi, lobato, paranaiba, pessoa, piranha
8,score,ana, gerai, rio, pcj, janeiro, mina, brazil, pact, recurso, brl
24,prob,benefit, sanit, cost, invest, countri, use, improv, develop, polici, increas
24,frex,hygien, intervent, benefit, diseas, diarrhoea, hutton, mdgs, latrin, tion, mdg
24,lift,bingham, duma, efit, fewtrel, pou, schuhmann, treat-, valdmani, aesn, addi-
24,score,diarrhoea, tion, mdgs, ing, hutton, rew, hygien, wss, aesn, latrin
18,prob,govern, principl, flood, manag, polici, practic, indic, implement, framework, stakehold
18,frex,evolv, principl, checklist, flood-risk, indic, apprais, practic, descript, framework, flood-rel
18,lift,accessibilityof, adecagua, alfieri, alsace-, annot, arga, arhus, asscreen, awi, balochistan
18,score,flood-risk, flood-rel, flood, checklist, tick, webinar, tester, self-assess, non-discriminatori, frmss
14,prob,use, pollut, cost, manag, environment, charg, tariff, scenario, irrig, resourc
14,frex,kgs, issyk-kul, georgia, lubric, land-tax, fee, gel, kyrgyz, kyrgyzstan, oil
14,lift,adeishvili, ajara, anaklia, appr, bactericid, bakuriani, benefciary-pay, bioi, bwu, cadast
14,score,kgs, issyk-kul, land-tax, lubric, gel, georgia, kyrgyzstan, georgian, kyrgyz, menrp
11,prob,wss, tariff, social, oper, moldova, develop, servic, regul, sector, support
11,frex,moldova, regionalis, apacan, wss, anr, shall, wss-relat, social, nef, expenditur
11,lift,lpa, ansrc, basarabeasca, biotica, bns, bwf, cahul, calarasi, calm, centrul
11,score,moldova, apacan, wss, anr, regionalis, nef, wss-relat, mdl, elab, lpa
21,prob,sector, privat, project, govern, servic, public, oper, manag, develop, jordan
21,frex,jordan, waj, soned, tunisia, psp, ppp, ona, tnd, tunisian, overcom
21,lift,tnd, actualit, acwua, affi, afriqu, ameur, anti-cris, aqaba, ariana, attar
21,score,soned, ona, jordan, pmu, waj, psp, tunisia, tnd, tunisian, jordanian
23,prob,risk, use, manag, cost, polici, environment, secur, increas, flood, resourc
23,frex,grafton, secur, trade, emiss, margin, market-bas, right, shortag, gl, scarciti
23,lift,agriinsur, agrirecoveri, agrist, amigu, andreadi, andreen, ansar, babusiaux, barberi, bark
23,score,grafton, gl, murray-darl, mdb, market-bas, taupo, sibli, rotorua, risk-bas, insur
7,prob,financ, invest, project, sanit, servic, develop, risk, fund, provid, sector
7,frex,blend, off-grid, investor, commerci, nbs, landscape-bas, roundtabl, mobilis, subsector, eib
7,lift,andr, as-, browder, cadilhon, chowdhri, container-bas, counterparti, dawaco, dbp, delmon
7,score,blend, off-grid, mpwi, landscape-bas, nbs, sanergi, subsector, theun, roundtabl, tenor
2,prob,servic, sanit, wss, wastewat, rural, fund, oper, system, kazakhstan, treatment
2,frex,vodocan, rayon, kazakhstan, villag, wscs, oblast, armenia, lsgbs, yerevan, on-sit
2,lift,atyrau, gkp, hi-av, karaganda, talgar, wc-min, wt-min, hi-min, multi-servic, vodocan
2,score,rayon, oblast, vodocan, kazakhstan, wscs, wss, lsgbs, yerevan, kzt, wsc
16,prob,servic, manag, basin, govern, state, polici, river, resourc, nation, sanit
16,frex,meres, conagua, mxn, reua, agua, mvcs, mexico, cota, ep, mexican
16,lift,meres, acceso, accion, acus, agrario, aguapara, aguirr, allend, alta, alvarez
16,score,conagua, mxn, meres, ana, mexico, agua, ep, cota, minam, reua
19,prob,citi, govern, manag, urban, servic, infrastructur, area, polici, sourc, use
19,frex,metropolitan, nant, citi, rural-urban, barcelona, urban, glasgow, milan, calgari, bologna
19,lift,liverpool, nant, about-compani, adattamento, ajami, amb, appleton, area-fua, area-wid, atersir
19,score,metropolitan, nant, bologna, rural-urban, calgari, glasgow, grenobl, budapest, barcelona, napl
4,prob,groundwat, use, agricultur, manag, irrig, aquif, well, resourc, region, countri
4,frex,brozovi, margat, mpw, aquif, groundwat, gun, shpa, stake, deplet, shah
4,lift,cone, custodio, edu, gard, glover-balm, heiya, indaq, indext, indgwus, indotherus
4,score,margat, groundwat, gun, brozovi, mpw, nebraska, shpa, aquif, ougc, nhpa
30,prob,servic, nation, manag, plan, govern, resourc, provinc, level, use, regul
30,frex,siph, interjurisdict, dws, bueno, aic, argentina, provinci, air, cmas, provinc
30,lift,aaai, aasa, absa, acumar, ada-provinci, aderasa, afera, agn, agropecuaria, aic
30,score,dws, argentina, bueno, siph, interjurisdict, aysa, mendoza, aic, fe, cmas
26,prob,financ, sector, project, financi, fund, provid, invest, develop, privat, bond
26,frex,repay, bond, borrow, lend, sub-sovereign, ifi, credit, guarante, equiti, loan
26,lift,sswsps, aaa-rat, aguatero, ambac, anc, ante, asset-light, assist-, athi, babcock
26,score,ing, ifi, sub-sovereign, lend, repay, oba, bond, mfis, micro-fin, ment
5,prob,stakehold, engag, govern, process, polici, decis, manag, develop, inform, level
5,frex,engag, inclus, stakehold, process, decis, maker, citizen, decision-mak, rank, outcom
5,lift,abelson, arno, arnstein, bloschl, chat, co-construct, crowdsourc, demotiv, eci, gauvin
5,score,engag, inclus, stakehold, web-bas, fatigu, keyword, hotlin, mpap, parliamentarian, actor
25,prob,citi, cape, town, africa, sanit, manag, import, govern, african, servic
25,frex,cape, african, town, morocco, africa, western, branch, togo, zar, citi
25,lift,africapoli, antananarivo, bama, bangangt, banjul, bobo-dioulasso, chefchaouen, cocodi, dionaba, fes
25,score,cape, african, morocco, zar, mauritania, togo, lusaka, nigeria, seneg, liberia
29,prob,climat, chang, adapt, risk, flood, increas, impact, plan, manag, nation
29,frex,adapt, precipit, temperatur, climat, winter, summer, snow, extrem, chang, rainfal
29,lift,accsp, aconcagua, agrawala, agroscenari, anagnostopoulo, arctic, ark, avalanch, baltclim, bayesian
29,score,adapt, climat, precipit, insur, php, flood, snow, alpin, ilibrari, glacier
9,prob,pharmaceut, environment, environ, risk, vol, effect, use, treatment, assess, wastewat
9,frex,api, diclofenac, antimicrobi, amr, pharmaceut, metabolit, antibiot, drug, pharmaci, veterinari
9,lift,acetaminophen, altenburg, anti-canc, anticonvuls, antivir, aop, assay, aukidi, background-, beetl
9,score,pharmaceut, antibiot, api, drug, pharmaci, diclofenac, wwtps, amr, antimicrobi, veterinari
1,prob,regul, govern, regulatori, million, servic, number, public, survey, oper, sector
1,frex,marqu, wws, regul, km, employe, us, multi-sector, turnov, ireland, census
1,lift,amwa, awwarf, carrier, cost-plus, getproduct, guerin-schneid, ksh, montevideo, mpuc, navpo
1,score,marqu, wws, kosovo, cia, vmm, multi-sector, ab, ohio, virginia, uruguay
10,prob,manag, netherland, govern, region, flood, cost, risk, author, plan, futur
10,frex,volkerak-zoomm, dutch, netherland, fit, hagu, defenc, delta, polder, dyke, safeti
10,lift,baan, behagel, beleid, bestuurlijk, blokland, boekel, boer, deltacommissi, disco, gemeent
10,score,volkerak-zoomm, hagu, delta, netherland, westergouw, polder, wageningen, dutch, cbs, rijswick
12,prob,disast, agricultur, risk, countri, farmer, manag, polici, govern, flood, develop
12,frex,myanmar, asean, weather-rel, viet, drm, thailand, nam, disast, philippin, southeast
12,lift,cornel, fao-mm, kloeppinger-todd, mmk, nay, ondoy, pepeng, pyi, sandar, searca
12,score,myanmar, asean, viet, drm, thailand, weather-rel, nam, disast, philippin, typhoon
17,prob,irrig, reservoir, dam, action, use, river, year, lake, area, invest
17,frex,shardara, koksaray, argyl, what-if, storylin, darya, reservoir, wikipedia, syr, kyzylorda
17,lift,annuitis, aral-low, benu, bp, kazilinsk, makhtaar, makhtara, tojik, vatanfada, kayrakkum
17,score,shardara, mpwi, kyzylorda, koksaray, darya, kzt, wikipedia, storylin, argyl, what-if
28,prob,risk, agricultur, product, chang, climat, region, impact, hotspot, increas, irrig
28,frex,punjab, hotspot, temp-fruit, sub-fruit, wheat, china, southwest, india, cotton, pdo
28,lift,aacc, agriculture-produc, agweb, aitken, alavian, almarai, almond, amarasingh, ambast, amer
28,score,punjab, wheat, temp-fruit, sub-fruit, hotspot, india, rice, pdo, cotton, china
